Text,WeekDay,Month,Day,Time,+SMT,Year,Location,Language,Followers_count,Friends_count
rt camilacabello97 thanks for having us on tour with you id say this was a childhood dream but this was literally unimaginable lol ddlov…,mon,sep,30,19:02:02,+0000,2013,,ar,441,395
rt thorne_hill 1 month to release date. have you pre ordered your copy of tomorrowhttpt.co5yvgermdsl,mon,sep,30,19:02:02,+0000,2013,london,en,2745,851
rt selinaladag allah yolunda tozlanan ayaklara cehennem atei dokunmaz,mon,sep,30,19:02:02,+0000,2013,,tr,48,60
rt larzhoban is it cold in here ping,mon,sep,30,19:02:02,+0000,2013,,en-gb,117,17
i posted a new photo to facebook httpt.cogkfda5r89n,mon,sep,30,19:02:02,+0000,2013,,en,31,265
rt jocelyncarbon_ les profs qui veulent rattraper une heure de cours parce-quils ?taient absent ltltltlt wsh tes pas la tes pas la  casse…,mon,sep,30,19:02:02,+0000,2013,(93),fr,279,214
two door cinema club are coming to blackpool fucking a+,mon,sep,30,19:02:02,+0000,2013,,en,17,67
amp you think your mature lololol. thats a good one,mon,sep,30,19:02:02,+0000,2013,,en,508,364
milenaarc2 cambiarte creo que todas las locuras que hice con ustedes no se volvieron a repetir con nadie,mon,sep,30,19:02:02,+0000,2013,74889091920413,es,434,238
pavone_fans todos defienden a pavone pero 4 goles en un torneo  no mames es una mamada a fallado goles hechos es un tronco,mon,sep,30,19:02:02,+0000,2013,,es,4,4
rt for dm your username to ariana,mon,sep,30,19:02:02,+0000,2013,anywhere you want ,en,784,280
howiefepuleai its_ashley_gee niasivapragasam i have a good feeling about this weekend . shivermetimberlaaaaaaands,mon,sep,30,19:02:02,+0000,2013,auckland,en,48,94
kosong bilang isi isi bilang kosong  bila kosong itu isi bukankah isi itu hanyalah kosong atau mungkin lebih... httpt.coubk2rkkjrd,mon,sep,30,19:02:02,+0000,2013,,id,261,182
_einekleine ui,mon,sep,30,19:02:02,+0000,2013,deutschland,de,470,656
dorothy__69 rafatejedor ni?o,mon,sep,30,19:02:02,+0000,2013,valladolid,es,265,127
2 pessoas est?o visualizando seu perfil httpt.cozsyaztmmxv,mon,sep,30,19:02:02,+0000,2013,venezuela and soon italy,es,2075,2132
rt sergio_rt96 nosotros somos luz y todos est?n ciegos,mon,sep,30,19:02:02,+0000,2013,,es,15,38
taniyorum ve seviyorum dediginiz kisilere cok dikkat edin ilk onlar siker adami,mon,sep,30,19:02:02,+0000,2013,stanbul,tr,642,204
jimothybarfoot beautiful,mon,sep,30,19:02:02,+0000,2013,,en,107,195
_foreverkrissy_ sureee,mon,sep,30,19:02:02,+0000,2013,d(m)v- easternshore ,en,2993,2141
rt pablitomartin22 alexruizquiroga lavin como no te levantes ma?ana...,mon,sep,30,19:02:02,+0000,2013,cenes de la vega,es,242,180
rt putasesperanzas recibimos flores y balas en un mismo coraz?n.,mon,sep,30,19:02:02,+0000,2013,por todas partees3,es,130,354
biebersmcd happy birthdayyy ),mon,sep,30,19:02:02,+0000,2013,,en,3080,2997
httpt.cokvzrunkcpe ohw.,mon,sep,30,19:02:02,+0000,2013,london,it,21,23
koe yo. uru ndes... sesuk tangi esuk lho...rt hendiperdian mikobudiraharjo woi turu ,mon,sep,30,19:02:02,+0000,2013,banjarmasin-solo-semarang,en,426,349
rt anaisgoncalves2 clem_bbl ba desfois on devrais pas r?sister pffff ,mon,sep,30,19:02:02,+0000,2013, caen ,fr,93,110
rt trkialsbte           • httpt.coa1vztk1qzi,mon,sep,30,19:02:02,+0000,2013,,ar,863,1999
…,mon,sep,30,19:02:02,+0000,2013,yokohama ,ja,78,84
adrianabravista dale,mon,sep,30,19:02:02,+0000,2013,,es,317,1272
this week is already dragging.,mon,sep,30,19:02:02,+0000,2013,,en,306,225
-me mordi? harry.+oh no al hospital.-quiero ir desnuda...+no la perdemos.-youve got that one thing.+la perdimos. descansa en paz.,mon,sep,30,19:02:02,+0000,2013,valencia,es,717,846
rt positividade3d n?o ? f?cil encontrar o caminho mas ? bom olhar pro lado e ver que n?o estou sozinho.,mon,sep,30,19:02:02,+0000,2013,joinville.,pt,120,310
manueltc2 jesussantanaa  jajajajajajaja dile que ya nos veremos las caras x malaga ,mon,sep,30,19:02:02,+0000,2013,,es,134,132
ou?anuncamaismedeixe,mon,sep,30,19:02:02,+0000,2013,fortaleza-cear?,pt,640,599
rt zodiacohoy g?minis tendr?s buenos momentos en tu d?a q t alegrar?n y te har?n sentir bien ver?s que tienes muchas cosas por las cual…,mon,sep,30,19:02:02,+0000,2013,,es,217,198
rt laurensisss piekrtat httpt.col1d09kdwko,mon,sep,30,19:02:02,+0000,2013,,en,288,830
oua sa parle de la guerre le truc la,mon,sep,30,19:02:02,+0000,2013,,fr,117,82
rt childhoodfacts i care about people way more than they will ever care about me.,mon,sep,30,19:02:02,+0000,2013,,en,20,53
ex-mbgn queen silvia nduka flaunts her own n1.5m chanel lego bag –? look httpt.comckivbkvgu via akpraise,mon,sep,30,19:02:02,+0000,2013,in ur face,en,269,162
feeeeney littlemixoffic november for childline,mon,sep,30,19:02:02,+0000,2013,,en,5660,1032
     httpt.co8eqwjoadlr httpt.coqqhlb3kvwe         ,mon,sep,30,19:02:02,+0000,2013,,en,57,0
ambikamahajan follow kro tabhi messages ka reply kruga p,mon,sep,30,19:02:02,+0000,2013,work hard party harder ,en,9653,48
rt susanarg98 gracias paulagl98  andrea_penela e raquelpol18 dentro duns d?as idesme ter que aclarar porque estades tan cansadas juj…,mon,sep,30,19:02:02,+0000,2013,,es,51,88
7398229      ,mon,sep,30,19:02:02,+0000,2013,,ar,80,35
capengalexander try seacrh google. bersepah kalau nak cakap. hihi. ehh p study nuh. esok ada paper kan. lg smpt mau tnya pasal angsyen je,mon,sep,30,19:02:02,+0000,2013,,en,1986,450
rt izzatsyafiq95 kenapa bank dekat kuantan tak berfungsi bila diperlukan -.-,mon,sep,30,19:02:02,+0000,2013,rawang  kuantan,en,278,164
finalizando programas e processos no linux httpt.co6cptjrclby,mon,sep,30,19:02:02,+0000,2013,,pt,710,106
up that find just on with but up its,mon,sep,30,19:02:02,+0000,2013,argentina,en,0,0
joe_shinn stfu,mon,sep,30,19:02:02,+0000,2013, michael4 ,en-gb,6424,3819
[ iiadoresha ] rennenofblijven httpt.codbqfcwbma3,mon,sep,30,19:02:02,+0000,2013, road to 3000 ,nl,2441,96
zarethpanther glad i got to say hello 3,mon,sep,30,19:02:02,+0000,2013,seattle wa,en,387,420
rt avilamilena tresmeses.,mon,sep,30,19:02:02,+0000,2013,,es,436,307
rt videlagime charlie_brilz -.- no jaja,mon,sep,30,19:02:02,+0000,2013,general acha  la pampa,es,10706,477
rt afterschoolboy taskpv httpt.covtwwbgpoug,mon,sep,30,19:02:02,+0000,2013,,ja,37,64
2weeks,mon,sep,30,19:02:02,+0000,2013,private  to 9?,en,705,526
just want to sleep,mon,sep,30,19:02:02,+0000,2013,,en,290,558
rt datosunicos es imposible so?ar con extra?os. las personas que ves pero no conoces son personas que viste en alg?n lugar en alg?n mo…,mon,sep,30,19:02:02,+0000,2013,,es,1584,1460
rt alan_nmv entre hermanos el chantaje no es pecado.,mon,sep,30,19:02:02,+0000,2013,,es,138,446
rt sonriexriz officialxriz - nueva sesi?n de fotos - bravo. httpt.colpixkcojoj,mon,sep,30,19:02:02,+0000,2013,?vila ,es,248,256
rt queenhessah “i_nora12          ..   .”,mon,sep,30,19:02:02,+0000,2013,ksa,en,294,138
therealryouko good,mon,sep,30,19:02:02,+0000,2013,httpask.fmdespairnaegi,en,468,222
hannahhasaspork rawritsstache whats your gmail account ill set up a permanent group one,mon,sep,30,19:02:02,+0000,2013,,en,618,570
just in tdcinemaclubs changingoftheseasons ep is available now follow the jump to buy it while supplies last httpt.co2ttt8t2zze,mon,sep,30,19:02:02,+0000,2013,new york,en,10427,479
rt _baixinhadoleo goidadoleo  i love friend .. lt3,mon,sep,30,19:02:02,+0000,2013,horanconda,pt,458,322
%n,mon,sep,30,19:02:02,+0000,2013,,en,50,20
rt the_gospels as iron sharpens iron so one man sharpens another. -proverbs 2717 -quoted,mon,sep,30,19:02:02,+0000,2013,montana,en,47,90
josepph7 juan paredes debut? en quetzaltenango. no era su debut,mon,sep,30,19:02:02,+0000,2013,guatemala,es,8260,200
mi tragedia es mi fortuna.,mon,sep,30,19:02:02,+0000,2013,barquisimeto,es,934,643
rt giorgiomerca 8 pagine di storia alle 830 non ci? la sbatta bellamerda,mon,sep,30,19:02:02,+0000,2013,,it,114,113
rt asuka95 its was really an amazing anime  just well waiting part 2  attaktotitan attak_to_titan anime… httpt.coki4qqlcrtk,mon,sep,30,19:02:02,+0000,2013,orlando  fl,en,99,91
sarahdarden93 wife beater and pjs all day lol,mon,sep,30,19:02:02,+0000,2013,,en,649,891
rt zodiacohoy escorpi?n al?jate de las personas negativas y q no aportan nada bueno a tu vida si te quedas estas te llenaran de sus ma…,mon,sep,30,19:02:02,+0000,2013,,es,390,570
          ,mon,sep,30,19:02:02,+0000,2013,,en,746,663
,mon,sep,30,19:02:02,+0000,2013,,ja,110,152
rt bourney10 markj1576 itkracing thetippingteam all done another month of profit please. ta,mon,sep,30,19:02:02,+0000,2013,england,en,3965,837
bbl,mon,sep,30,19:02:02,+0000,2013,,fr,206,182
rt tal_capucine indiattraction_ ohhh punaisseeeee ))) mdrrrrrrrrrr,mon,sep,30,19:02:02,+0000,2013,l? o? elle nest pas. z,fr,417,757
taka1218135%30%5% 75pt 249522 httpt.cokhgo0ofgrf twimaker,mon,sep,30,19:02:02,+0000,2013,,ja,642,1046
rt sareebabes other avadalush photo sareebabes.com httpt.co52f1iyv5vm,mon,sep,30,19:02:02,+0000,2013,delhi,en,169,1999
arroyo versus arroyo.  ?ltima semana en fundacionmarch httpt.co9rzbl1edsg,mon,sep,30,19:02:02,+0000,2013,,es,1160,912
wildbill1781 yo let me get a physical copy of that album,mon,sep,30,19:02:02,+0000,2013,the bay state,en,780,907
as_tomasroncero super,mon,sep,30,19:02:02,+0000,2013,tirana ,en,22,77
         xd… (w badella) — httpst.cojsu1icsn6d,mon,sep,30,19:02:02,+0000,2013,,en,275,297
i write sins not tragedies by panic at the disco — httpst.cocih7sbjbnz,mon,sep,30,19:02:02,+0000,2013,s 6 16 0  e 107 1 0,id,148,175
rt tbhjust all i do at school is watch all the girls pretend to be friends with each other,mon,sep,30,19:02:02,+0000,2013,,en,150,189
                  -- ? quran,mon,sep,30,19:02:02,+0000,2013,,en,504,1049
rt linkmyfan get a free stockreport on deac at httpt.co0um35o4wmi. financialnews stocks daily_finance httpt.cog1udqzmoax,mon,sep,30,19:02:02,+0000,2013,bc canada.  england,en,0,0
han_jean95 lol yeah for real thoughhhh,mon,sep,30,19:02:02,+0000,2013,,en,267,191
work from home like i do. make your own hours your own scheduleand make as much  or as little as you wish httpt.co42cyuwy5bk,mon,sep,30,19:02:02,+0000,2013,florida,en,27705,29302
trillluminatii awks how they alyways been shit,mon,sep,30,19:02:02,+0000,2013,,en,68,64
nuzzagrant woah.,mon,sep,30,19:02:02,+0000,2013,,en,146,140
rt elchicodetwiter rt si est?s as? httpt.cocop7tmze2c,mon,sep,30,19:02:02,+0000,2013,,es,295,637
nur gl?ckliche mitarbeiter machen auch den unternehmer gl?cklich. httpt.cof3jaa8zeju,mon,sep,30,19:02:02,+0000,2013,berlin,de,6,89
buenas tardes twittincredulo flakmarisol maytea54 anazuaje10,mon,sep,30,19:02:02,+0000,2013,caracas - venezuela,es,6773,5410
httpt.convvoshkhat,mon,sep,30,19:02:02,+0000,2013,porto,pt,199,181
ex-mbgn queen silvia nduka flaunts her own n1.5m chanel lego bag –? look httpt.colsgljvcrrw via akpraise,mon,sep,30,19:02:02,+0000,2013,lagosnigeria,en,1658,997
wendy_estevez lo mismo 3,mon,sep,30,19:02:02,+0000,2013,,es,860,1330
rt hasharabiang     { ____ },mon,sep,30,19:02:02,+0000,2013,saudi arabia riyadh,en,39,67
“malloryellyce curiosity killed her innocence”,mon,sep,30,19:02:02,+0000,2013,good vibs  good tims ,en,277,623
rt doublerso4ever my social life no longer exist,mon,sep,30,19:02:02,+0000,2013,oak cliff,en,343,471
i feel like crap,mon,sep,30,19:02:02,+0000,2013,{beau5} {05} {04} (danny2),en,9489,7468
perkohler en undring varf?r ?r det s? (bara nyfiken),mon,sep,30,19:02:02,+0000,2013,katrineholm sweden,en,237,439
rt kenyatta_jr i fucking hate  out of pocket trife bitches,mon,sep,30,19:02:02,+0000,2013,,en,169,133
lavidaestristecuando tu mejor amiga no va al concierto contigo.,mon,sep,30,19:02:02,+0000,2013,ma beffoperris.,es,193,383
rt izakifaiz jenis bangga diri bersepah padahal xde ape pown melayu,mon,sep,30,19:02:02,+0000,2013,wangsa majupendangpokok sena,en,1109,247
kidrauhlvamp claro,mon,sep,30,19:02:02,+0000,2013,pll jb pjo oth,pt,669,572
fcoportugasluan maratona de vota??o | pr?mio sertanejo | mande isso para vinte fcs na sua tl | premiosertanejo2013 luansantana,mon,sep,30,19:02:02,+0000,2013,s?o paulo,pt,2147,1969
lenguaje de las mujeres 1. tenemos que hablar= estoy enoja. 2. tu amiguita= estoy enojada. 3. no estoy enojada=estoy enojada,mon,sep,30,19:02:02,+0000,2013,tlaxcala,es,32,565
aboodyx2x ayfaraho    ..      ,mon,sep,30,19:02:02,+0000,2013,  ,ar,1000,1170
everybody is starry eyed,mon,sep,30,19:02:02,+0000,2013,california,en,106,101
eeman2kp74iltis httpt.co8f4puoz7x3,mon,sep,30,19:02:02,+0000,2013,,en,0,0
rt riberynumber7 m? bogoss de lom avou? vou voul? mon retoure,mon,sep,30,19:02:02,+0000,2013,marseille france,fr,37,36
me hace gracia que justin vaya en skate y los guardaespaldas corriendo ),mon,sep,30,19:02:02,+0000,2013,idk im canadian.,ca,467,632
rt factsdejustin me pregunto como se llamar? el hijo o la hija de justin. me imagino que va a ser con jb,mon,sep,30,19:02:02,+0000,2013,,es,78,215
jiyongboobs mahelye kamsahamnida unnie(je crois) ,mon,sep,30,19:02:02,+0000,2013,s?oul,fr,933,900
rt franchumalaga esmesaez httpt.cowvt6nbnzbm,mon,sep,30,19:02:02,+0000,2013,m?laga,es,49,75
marianobolohan_ wow o_o me imagino a ti y a tu padre cambiando la bombilla )),mon,sep,30,19:02:02,+0000,2013,,es,233,228
rt cr7_holland ?hala madrid httpt.cof9esqhdn1k,mon,sep,30,19:02:02,+0000,2013,belgium,nl,74,1003
brittany pierce is irreplaceable,mon,sep,30,19:02:02,+0000,2013,izzy moore  lizzy grant ,en,264,150
atam izindeyiz... httpt.co5xeyjaj4aq,mon,sep,30,19:02:02,+0000,2013,,tr,17,16
digaobagaca que pena que parou de seguir carlos798655 quer dizer por qu? acesse httpt.comzqrxfqydl,mon,sep,30,19:02:02,+0000,2013,brasil,pt,22332,13252
thebesthazel ohhh,mon,sep,30,19:02:02,+0000,2013,,en,332,302
je noemt iedereen slet ..waar is je eigen verstand dan,mon,sep,30,19:02:02,+0000,2013,2famouscrw follows 100913,nl,515,787
hayleyattack hehehe s? queria puxar assunto 3,mon,sep,30,19:02:02,+0000,2013,bahia - brazil,pt,788,657
happy to share that astrosonidoespa has a newsong. go listen and download hawaii for free all this week via panamerika redbulllax,mon,sep,30,19:02:02,+0000,2013,los angeles,en,4533,1189
bye_keri httpt.cosdugrwoqvh,mon,sep,30,19:02:02,+0000,2013,neverland wonderland,en,1105,1263
rt haleighnicolee1 last day of going home at 310 ,mon,sep,30,19:02:02,+0000,2013,taken ,en,172,173
so hungry.,mon,sep,30,19:02:02,+0000,2013,ri,en,774,592
ckarelinmoreno y sin photoshop,mon,sep,30,19:02:02,+0000,2013,barinas-venezuela,es,1515,1325
dominiquemaquiz que apostamos a que si de lo que hablamos hoy que decis vs ,mon,sep,30,19:02:02,+0000,2013,,es,12,19
rt black_devil_9     httpt.cotemwnipowz  ,mon,sep,30,19:02:02,+0000,2013,,ar,0,85
pwsullivan thats tip top,mon,sep,30,19:02:02,+0000,2013,chicagobloomington,en,611,1999
arminn_r ily,mon,sep,30,19:02:02,+0000,2013,,en,131,150
carlosarrieche5 jajajaja malo( es divertido,mon,sep,30,19:02:02,+0000,2013,barquisimeto,es,338,285
hahaha duydunuz mu sik dedi hoca sik dedi haha sik ulan mahallede k?f?r olan sik hahaha ebru g?l?yo kesin anlad kevae d,mon,sep,30,19:02:02,+0000,2013,,tr,924,1067
pou iphoneda ?cretli diye ?z?lmeyin boo var httpt.conk0yylnxs5,mon,sep,30,19:02:02,+0000,2013,,en,423,196
tumeylo thaata keore le ge ole  kitchen u dnt knw when gen has resumed o utlwa fela setse ba bua,mon,sep,30,19:02:02,+0000,2013,rustenburg,en,374,792
amatory -   +  httpt.cotdi2pihpnp,mon,sep,30,19:02:02,+0000,2013,,ru,38,198
great windows rt luxemag this neutral living room httpt.coc6gseyrjex httpt.cog8wz77gyu3,mon,sep,30,19:02:02,+0000,2013,atlanta ga,en,5677,400
lil_daisy15 neyo,mon,sep,30,19:02:02,+0000,2013,,en,588,523
bituhaff agshajbsjansns httpt.codbm1xvurtx,mon,sep,30,19:02:02,+0000,2013,,en,198,242
rt djq_baptiste la  teamantiportugais  tenez bande de jaloux. cr7 httpt.coh5getdjshm,mon,sep,30,19:02:02,+0000,2013,,fr,611,1231
mien_raf61 haha..xtw la abes doh ko dop lg nyo..x ajim kelih tu gak..meme x nero..haha,mon,sep,30,19:02:02,+0000,2013,kelantanmalaysia,en,230,215
quand on se fait chier on prend des photos  httpt.co3ifxliu7su,mon,sep,30,19:02:02,+0000,2013,,fr,47,77
_ladymaadrid si  joder...,mon,sep,30,19:02:02,+0000,2013,,es,20,23
ugly people hate other ugly people ,mon,sep,30,19:02:02,+0000,2013,,en,927,732
rt funnyortruth hey babe you smell thatno.me neither start cooking.,mon,sep,30,19:02:02,+0000,2013,,en,60,453
christiannils1 youtube profilen din ,mon,sep,30,19:02:02,+0000,2013,,no,98,267
fundamental que lo que hagas te guste.,mon,sep,30,19:02:02,+0000,2013,santander - cantabria,es,51,146
thats a lot of pumpkin pies.... httpt.con2wsqqzi1n,mon,sep,30,19:02:02,+0000,2013,lehigh valley pa,en,1655,1809
milo_realg lt3,mon,sep,30,19:02:02,+0000,2013,medellin,es,552,170
fui tomar nescau pensando que a alergia ja tinha passado e agr voltou tdo. eu to de prbns ,mon,sep,30,19:02:02,+0000,2013,,pt,357,165
mymalk4pon3 mymtumtum yo hab?a amarrado un gato sosteniendo un cable hdmi y un cable usb no lo alcance a mandar,mon,sep,30,19:02:02,+0000,2013,irapuato guanajuato,es,24,55
kurz vor t?v den wert des autos noch mal um 90 euro erh?ht. schlechte karten f?r eine neuanschaffung jetzt muss der rest auch noch durch.,mon,sep,30,19:02:02,+0000,2013,,de,88,257
rt rociiot_r como me gustaria vivir al pedo y en pedo... quien inventoo la facuuultad ( la re puta madre,mon,sep,30,19:02:02,+0000,2013,,es,170,159
ayudaaaaaaaaaaaaaa que mierda es httpt.coj4ptgmocw3,mon,sep,30,19:02:02,+0000,2013,,es,3185,372
rt carlosauryn ahora mismo icona pop el escenario est? muuuy cerca me voy a primera fila jaja itunesfestival httpt.cok8xv1bdpkm,mon,sep,30,19:02:02,+0000,2013,endless road 7058,es,1025,1509
trankilon httpt.coocpsyjvue5,mon,sep,30,19:02:02,+0000,2013,culiacansinaloa,es,4,56
httpt.co5dk5fusvtj,mon,sep,30,19:02:02,+0000,2013,,ru,167,427
isabellou3 koltherine93 teamjathaniel miss_blackrose2 herlastlove imoose_1 bring kol back to new orleans teamkol hugs ,mon,sep,30,19:02:02,+0000,2013,greece,en,583,668
cals2grim no.,mon,sep,30,19:02:02,+0000,2013,,en,671,805
nasty rsx httpt.co5twnkewptv,mon,sep,30,19:02:02,+0000,2013,cloud 9,en,94,96
ben b?yle sev seceksen httpt.cojo4tfhtrkw,mon,sep,30,19:02:02,+0000,2013,istanbul ,en,38,61
paix?o amor maior httpt.co1l3sj5fl8q,mon,sep,30,19:02:02,+0000,2013,,en,148,150
l4venderblonde because malin is super duper cute.  httpt.coboiajamyo1,mon,sep,30,19:02:02,+0000,2013,burbon room ,en,523,1888
rt madeintorn pq vcs fazem isso httpt.cop7ab5hyvjd,mon,sep,30,19:02:02,+0000,2013,,pt,23547,10477
panda_geek a?euh d ma sa main sur le front,mon,sep,30,19:02:02,+0000,2013,ecchi land,fr,718,91
my mom spoils me..she knows me way to well httpt.codyyiqskb9y,mon,sep,30,19:02:02,+0000,2013,,en,406,743
thereallisaann i remember when i first saw you in a movie that was the moment i didnt want younger women at all. i wanted women who were,mon,sep,30,19:02:02,+0000,2013,love 2 party,en,5,34
mais ela adora ser chamada de bandida,mon,sep,30,19:02:03,+0000,2013,,pt,85,80
so the moron democrats amp moron republicans in congress are going 2 shutdown the government ampdeny disabled veterans their source of income,mon,sep,30,19:02:03,+0000,2013,,en,1,7
       .,mon,sep,30,19:02:03,+0000,2013,,ar,747,313
miras a los que estan con el telefono en clase y estan todos en twitter,mon,sep,30,19:02:03,+0000,2013,,es,144,160
oh well. i need these monies,mon,sep,30,19:02:03,+0000,2013,,en,1561,1238
ya duxado,mon,sep,30,19:02:03,+0000,2013,,es,81,113
i miss my ,mon,sep,30,19:02:03,+0000,2013,,en,102,152
rt adab                 ()  . walh…,mon,sep,30,19:02:03,+0000,2013,saihat sa,en,88,180
yeni dizi fatih insallah muhtesem yuzyil gibi olmaz.,mon,sep,30,19:02:03,+0000,2013,kayseri,tr,90,293
