Text,WeekDay,Month,Day,Time,#NAME?,Year,Location,Language,Followerscount,Friendscount
dillonb1234 disruption that cut off 14th of the screen during the scene when walt was priming his turret and marie was calling skyler,mon,sep,30,19:02:12,0,2013,,en,603,326
daanekp com toda educaao vc nao tem o direito de vim ficar chamando os outros de vadia uma eu nao te  conheo eu nao to metendo a camila ,mon,sep,30,19:02:12,0,2013,,pt,21,64
itsnotharold i trust 3 people in my life 1 me 2 myself 3 iyup,mon,sep,30,19:02:12,0,2013,valencia,es,57,70
sempre achamos que vamos ter mais tempo e ai o tempo acaba —  the walking dead,mon,sep,30,19:02:12,0,2013,nova granada,pt,406,339
  8        httptco6dxjnyegjz  amazon,mon,sep,30,19:02:12,0,2013,,ja,1946,2146
httptcoxhk2gaomv7      ,mon,sep,30,19:02:12,0,2013,,ru,0,3
new panelists susan ruffo amp josh sawislak confirmed httptcomgn6zndi11  register now for se florida regional climate leadership summit,mon,sep,30,19:02:12,0,2013,broward county florida,en,191,286
rt harryspudding im still laughing so hard httptcolsf2nsf336,mon,sep,30,19:02:12,0,2013,cape town,en,201,382
adis socio httptcovthutuxbhw,mon,sep,30,19:02:12,0,2013,la calzada gijn 1991 lgdc ,es,608,252
ozan beni keklemi filiz hoca bize girmiyomu rahatladm,mon,sep,30,19:02:12,0,2013,,tr,63,64
julofficial oh il gre  sur rtro projecteur en plus  cest toi qui a de la chance  d,mon,sep,30,19:02:12,0,2013,rouen,fr,49,99
i almost killed benji today i feel accomplished,mon,sep,30,19:02:12,0,2013,,en,103,131
since god assured us ill never let you down never walk off and leave you hebrew 135 msg,mon,sep,30,19:02:12,0,2013,jakarta - tangerang,en,481,211
pronovias wedding dress collection 2014 details infoavenue22ca httptcoby9lkd9kia,mon,sep,30,19:02:12,0,2013,3220 dufferin street unit 13a,en,77,216
rt mysportslegion metta world peace was asked if hes more comfortable playing small forward or power forwardhis reply im more comf…,mon,sep,30,19:02:12,0,2013,,en,1452,1013
asr3follow        - - - -   gtgt  kkounkt  5,mon,sep,30,19:02:12,0,2013,,ar,588,14
imawildgirl yas,mon,sep,30,19:02:12,0,2013,,en,1653,1274
rt illroots supreme x nike flyknit lunar 1+ httptcoxbuqxo7yac nike,mon,sep,30,19:02:12,0,2013,,en,322,462
rt becca2894 buzzing to see charlottey88 this weekend your a true english girl at heart m8,mon,sep,30,19:02:12,0,2013,,en,174,225
rt unrevealedfacts if you didnt hear it with your own ears or see it with you own eyes dont invent it with your small mind and share i…,mon,sep,30,19:02:12,0,2013,,en,253,519
eu duvido tu aguentar uma dessas,mon,sep,30,19:02:12,0,2013,,pt,200,120
mindofachampion lol im not pregnant,mon,sep,30,19:02:12,0,2013,the baylasd,en,409,386
            ,mon,sep,30,19:02:12,0,2013,jeddah ,en-gb,1502,172
samcookney you cheat,mon,sep,30,19:02:12,0,2013,up north,en,911,559
rt anittaletmelove exercitoanitta o brasil e o mundo essa mulher  muito top mpn anittacantora,mon,sep,30,19:02:12,0,2013, prideanitta,pt,124,97
rt lavorgnanomics we expect 560 on the manufacturingism tomorrow which would put the quarterly average at a level consistent with over …,mon,sep,30,19:02:12,0,2013,,fr,32,150
gurruchoudhary gurru dekho hum pagal ho gye - aapke liye gurmeetjdj5winner 799,mon,sep,30,19:02:12,0,2013,punjab,en,97,54
got 40 and a box of chocolates for looking after my neighbours cats and tortoise yay hehe,mon,sep,30,19:02:12,0,2013,,en,363,405
im screamin free dejuan,mon,sep,30,19:02:12,0,2013,pvccfor now,en,298,459
thedaedric non tkt,mon,sep,30,19:02:12,0,2013,france,fr,128,308
rt jennycuzzi a si todos los dias de mi vida httptconwgbpsb2ue,mon,sep,30,19:02:12,0,2013,,es,331,127
nah its not all about sex i could care less if we had sex rt tytyitsme would you guys leave ur girls if shes bad at sex,mon,sep,30,19:02:12,0,2013,youforia,en,1859,1269
rt systemclenz competition time at system clenz win a winter protection detail just retweet winner picked at random on 11013 http…,mon,sep,30,19:02:12,0,2013,bristol uk,en,15,49
rt razonessmile mario casas httptcodb5spuesrw,mon,sep,30,19:02:12,0,2013,valencia ,es,236,426
just i am happy ,mon,sep,30,19:02:12,0,2013,abu dhabi ,en,126,21
se me va a caer la compu,mon,sep,30,19:02:12,0,2013,,es,124,142
vanessaazeem i would actually die best couple ever have a serious soft spot for lam lam,mon,sep,30,19:02:12,0,2013,,en,69,68
fuck,mon,sep,30,19:02:12,0,2013,,en,186,170
algum tem link de revenge de legenda,mon,sep,30,19:02:12,0,2013,brazil,en,411,585
one of my baby mamas is a hoe the other a control freak,mon,sep,30,19:02:12,0,2013,highland hills 3500 block,en,258,372
rt diidypompeelup zepequeno93 mme pas un peu mme,mon,sep,30,19:02:12,0,2013,parisepinay sur seine93,fr,701,538
mpn meunovomundo 4,mon,sep,30,19:02:12,0,2013,brasil,en,112,403
tbimoeleto         4             ,mon,sep,30,19:02:12,0,2013,zaporizhzhya,en,6,13
dvd10%offhelloproject 2011 summerwow wow  httptcoev9idq5kex  sougofollow ,mon,sep,30,19:02:12,0,2013,,ja,2498,2749
so poucos o que se preocupamos outros so apenas curiosos,mon,sep,30,19:02:12,0,2013,,pt,1,18
        ,mon,sep,30,19:02:12,0,2013,   ,ar,141,12
rt marcusgoesham kobe get a 6th ring twitter finna hate me rt daviphresh let kobe get 6 rings i promise yall gonna wanna up fight me,mon,sep,30,19:02:12,0,2013,san diego   phx ,en,703,601
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,,tr,14440,10316
rt vyntops vivir y dejar vivir esa es la clave,mon,sep,30,19:02:12,0,2013,paraguay,es,180,161
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,,tr,24770,23555
ive collected 11648 gold coins httptcoq9yxi7vse2 android androidgames gameinsight,mon,sep,30,19:02:12,0,2013,,de,0,15
whats going on auto supplier to build plant in west georgia - charlotte observer httptco0hlbhuzpdw,mon,sep,30,19:02:12,0,2013,charlotte nc usa,en,76,55
rt filosofiatipica mucho cuidado con juzgarme la piedra que hoy lanzas hacia mi puede ser con la que tropieces maana,mon,sep,30,19:02:12,0,2013,valledupar,es,48,71
rt reemaalsudiri                             …,mon,sep,30,19:02:12,0,2013,alkhobar,en,247,95
rt cristoenti la fe hace que lo imposible sea posible,mon,sep,30,19:02:12,0,2013,santa marta colombia  ,es,82,219
rft thefamousdre everybody say they from chicago but when you ask em where they be like uhhhhh ,mon,sep,30,19:02:12,0,2013,ig madeinpanama,en,609,546
no hay que vivir fingiendo la cosa es al reves,mon,sep,30,19:02:12,0,2013,lanus,es,36,300
news announced the 2013 bet hip hop awards cypher line ups kendricklamar httptcojmijqo8fsq hiphop rap,mon,sep,30,19:02:12,0,2013,new york ny,en,1055,723
yahoo httptcomvoyxi4x5k  nissan   sougofollow,mon,sep,30,19:02:12,0,2013,,ja,691,783
rt meganpalic i really missed a good game yesterday,mon,sep,30,19:02:12,0,2013,,en,10,29
rt kld3545 manee505 alrajhibank                  …,mon,sep,30,19:02:12,0,2013,    ,ar,383,478
rt militaryporn soldier of the 82nd airborne division takes cover during a detonation in kandahar province 2012 httptcokgu06arvns,mon,sep,30,19:02:12,0,2013,coverbridge inn yorkshire uk,en,287,805
rt 7roofe       httptco8xqtshhmoc,mon,sep,30,19:02:12,0,2013,  ,ar,690,151
nike free noirblanc pour moi gtgtgtgtgt,mon,sep,30,19:02:12,0,2013,bordeaux,fr,64,155
my favorites and our moms at the  motherdaughter brunch yesterday httptcotn09s2o0qn,mon,sep,30,19:02:12,0,2013,,en,581,448
one more class i would skip she didnt take attendance as a grade,mon,sep,30,19:02:12,0,2013,,en,128,238
mi lunes se arregl cuando lleg el inspector a la sala y nos dijo que nos tenamos que ir,mon,sep,30,19:02:12,0,2013,,es,158,161
rt alimivurdular erkekler alamaz diyenin aklna aarm 19 yanda olun katledilsin ite o zaman gr bakalm,mon,sep,30,19:02:12,0,2013,,tr,248,203
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,takipedenitakipederim,tr,14257,14145
my understanding of love i love you x httptcomutkagpiio,mon,sep,30,19:02:12,0,2013,edinburgh,en,177,81
rt stinsonsays a rejected high five is one of the biggest insults,mon,sep,30,19:02:12,0,2013,belgraderepublic of serbia,en,17,169
rt gkrseyma05 sana karsi degiliz mancini senden oncekine asigiz ,mon,sep,30,19:02:12,0,2013,,tr,0,7
junsubot hola junsu,mon,sep,30,19:02:12,0,2013,sudamerica ,es,12,49
 930 407  6 +2 countkun lapis77,mon,sep,30,19:02:12,0,2013,,ja,138,452
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,stanbul,tr,13986,14100
yensendeyenilsendeenbyksensinbekta yensendeyenilsendeenbyksensinbekta,mon,sep,30,19:02:12,0,2013,,tr,649,1072
my and siobhanmiller s brilliant singing workshop in fuersteneck germany lovelypeople,mon,sep,30,19:02:12,0,2013,on the road again,en,637,229
besiktas hahahahahhahahahahaah,mon,sep,30,19:02:12,0,2013,,tr,144,79
amor de abuelo es qe estes estudiando sociales y venga a casa y te traiga colacao del bueno magdalenas galletas gusanitos una buen dia,mon,sep,30,19:02:12,0,2013,pedro muoz,es,269,679
        ,mon,sep,30,19:02:12,0,2013,,ar,0,2
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,yalnzlklar ehri,tr,18838,17755
rt juniorbritez96 pame17monse si lgm lo mejor ya es divagar contigo 3,mon,sep,30,19:02:12,0,2013,buenos aires,es,208,28
rt nylahpylah screenshoting something and it makes the camera sound and the entire class looks back okayyy,mon,sep,30,19:02:12,0,2013,hate all you fuckers,en,493,524
oh i dont know about this,mon,sep,30,19:02:12,0,2013,up your butt,en,51,212
dead poets day is a celebration of the poets of yesterday running 104 to 107 on cemeteries all over n httptcoak7td4hyvq,mon,sep,30,19:02:12,0,2013,leominster ma,en,22,5
,mon,sep,30,19:02:12,0,2013,,ja,135,251
sera bonito eh empezar jodidos y acabar en la fase de tonteo,mon,sep,30,19:02:12,0,2013,detrs de ti con un cuchillo,es,519,276
rotopat lots and lots of film on this same offensive system too a few new wrinkles wouldnt hurt thats for sure,mon,sep,30,19:02:12,0,2013,kansas city,en,353,191
thabossrojas ,mon,sep,30,19:02:12,0,2013,middle of nowhere ky,en,162,233
im so damn tired,mon,sep,30,19:02:12,0,2013,louisiana,en,486,637
mmmmmlosdeberesputahostiayavagademierdadejaelwhatsappyeltwitteryveahacerloscagoenlahostianegativoquetienesenlaputacaraya,mon,sep,30,19:02:12,0,2013,al final del abismo con tobias,es,210,251
malang malang malangggg,mon,sep,30,19:02:12,0,2013,in your head,id,650,459
jvoulais faire delle ma princesse mais cest devenue mon ex misteryoogataga jvoulais,mon,sep,30,19:02:12,0,2013,cdf zoo  marseille,fr,74,48
rt stylesistan help me reach 17k follow me i follow back,mon,sep,30,19:02:12,0,2013,benjamin lasnier answered,tr,5915,570
4 lecciones de derecho penal parte especial 3 edicin manuales universitarios lecciones de derecho penal httptcou4bz4dvyrx,mon,sep,30,19:02:12,0,2013, on the web,es,5361,5869
queria colocar mais algm no bg,mon,sep,30,19:02:12,0,2013,no  da dudinha e  do bolinha,pt,349,211
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,,tr,1918,1899
1996aaa00 qwto12 vip2014       ,mon,sep,30,19:02:12,0,2013,,ar,323,413
futbets 2500 coins on draw,mon,sep,30,19:02:12,0,2013,bahrain,en,124,116
estava l no notre dame do centro antes uhu,mon,sep,30,19:02:12,0,2013,,pt,87,86
floricourtmehdy jte lddiiiit ps,mon,sep,30,19:02:12,0,2013,,fr,175,154
rt sadynice true beauty does not exist in a person who does not fear allah,mon,sep,30,19:02:12,0,2013,,en,47,47
katie97403 httptcoo7hiuppv2v,mon,sep,30,19:02:12,0,2013,,en,0,0
rt katrinmcflurry har que nunca olvides mi nombre,mon,sep,30,19:02:12,0,2013,mlaga pinki mafia 20,es,458,368
felicidades mariano torre,mon,sep,30,19:02:12,0,2013,,es,1558,170
rt reebsinthetrap can someone please throw a halloween party this year ,mon,sep,30,19:02:12,0,2013,,en,86,153
victoriousjump yes totallyi hate that you can do things only with money nowadays,mon,sep,30,19:02:12,0,2013,,tr,22,66
swangin ill be here just swangin,mon,sep,30,19:02:12,0,2013,,en,123,122
ashton0101 yes the one you broke and lost so thats a yes after class  d,mon,sep,30,19:02:12,0,2013,,en,65,50
            ,mon,sep,30,19:02:12,0,2013,,ar,5076,4398
its my great love rt vulldui please helpcatalanlanguage  i love you so much youre my life httptco7xvcui7ldh,mon,sep,30,19:02:12,0,2013,catalunya,ca,785,810
ta sobrando mulher vamos dividiiiiiiiiir uma pra tu e uma pra mim 8,mon,sep,30,19:02:12,0,2013,camp half blood,pt,205,365
gz ak gnl uykuda nice insan vardrhzmevlana,mon,sep,30,19:02:12,0,2013,,tr,870,540
fraaannkie go buy polo stuff,mon,sep,30,19:02:12,0,2013,,en,418,374
gamzebilgi lan bi susarmsn d,mon,sep,30,19:02:12,0,2013,,tr,99,106
bredase studente zonder geld zoekt avondeten httptcouuj9ywkr9h,mon,sep,30,19:02:12,0,2013,,en,789,980
rt l3055life perksofdatingme not being afraid at all  in trusting amp telling each other every single thing because youre so damn comfor…,mon,sep,30,19:02:12,0,2013,dustyn nicholus villarreal ,en,347,195
danmarchese moneymike4983 ulquorra35 lmao smhhh u mad,mon,sep,30,19:02:12,0,2013,,en,519,512
koopacats its so pretty,mon,sep,30,19:02:12,0,2013,claremont new hampshire,en,475,155
 930 409  26 -26 countkun yellowangel0223,mon,sep,30,19:02:12,0,2013,,ja,2832,2783
tatterdcomodore rumrunnerx royalalberthall ooh not too bad =,mon,sep,30,19:02:12,0,2013,with any johnny depp character,en,87,59
breaking bad gets absolutely fucking mental in series 5 like what the fuck even was this programme before its so sick now,mon,sep,30,19:02:12,0,2013,kings lynn norfolk uk,en,609,831
via sysgenrecruit software development engineer j2ee job requirements at least 3+ years of httptcounajcreqnk jobs philippines,mon,sep,30,19:02:12,0,2013,makati phils,en,191,407
sabah uykusu kadar sevebileceim biri lazm,mon,sep,30,19:02:12,0,2013,buralarda yen ,tr,184,46
josphine ange gardien ,mon,sep,30,19:02:12,0,2013,paris,fr,82,80
aguslanus jajajajajajaaj y todavia tengo esa foto,mon,sep,30,19:02:12,0,2013,,es,128,262
rt dudialdakheel meead7  ,mon,sep,30,19:02:12,0,2013,riyadh ,ar,195,208
rt 1ggy4z4le4 i should start exercising httptcoi0ryhezzso,mon,sep,30,19:02:12,0,2013,cumbria england,en,829,982
rt melipissane sofiagadara franciscagiuli1 celecamiolo mucha suerte rompanla como siempre las adorojulimagnoli15 luzcasaux salud…,mon,sep,30,19:02:12,0,2013,villa mercedes ,es,372,755
tae is going to sleeeeep ,mon,sep,30,19:02:12,0,2013,,en,1425,779
me siento identificada con wrecking ball,mon,sep,30,19:02:12,0,2013,,es,263,272
rt lukebrooks get caught viciously wanking in the shower pop a trace,mon,sep,30,19:02:12,0,2013,idk im canadian ,en,863,827
rt yesimkemircan ihanetpaketi dediimiz ey aslnda bugn babakann aklad devrim kanunlaryla hesaplama niteliindeki pakete de…,mon,sep,30,19:02:12,0,2013,,tr,333,659
rt abrarattaa                   ,mon,sep,30,19:02:12,0,2013,,ar,44,181
lain lagi ni jar haha rtfajarrizqy sampai menjabat tangan wali di depan saksi dan petugas kua  rt ditapratiwianwr pertemanan se,mon,sep,30,19:02:12,0,2013,pantai,id,601,450
i liked a youtube video from endermale httptcooa2mr0asjc minecraft xbox 360 how to build a jungle tree house part 2,mon,sep,30,19:02:12,0,2013,,en,14,83
alert line - possible health consequences of deep sea diving httptcolu0h5xdotu,mon,sep,30,19:02:12,0,2013,,en,1802,1987
i wantfatimahjauro naughty1 am thirstyfree blood here,mon,sep,30,19:02:12,0,2013,,en,320,380
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,stanbul ,tr,7575,7480
rt hcoboyzz today so far gtgt,mon,sep,30,19:02:12,0,2013,hco ,en,556,494
              ,mon,sep,30,19:02:12,0,2013,,ar,172,316
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,naturel,tr,100,92
rt pippyleeyeol  555555555+,mon,sep,30,19:02:12,0,2013,bbk,en,409,368
                      ,mon,sep,30,19:02:12,0,2013,,en,1,1
mixtape inklyfe - inklyfe usa  get it live httptcookkd7wwlws livemixtapes djedubmixtapes inklyfeusa,mon,sep,30,19:02:12,0,2013,wherever you need me to be,en,6531,3691
cronaca - chiusano presa di mira lauto di un ambulante esplosi tre colpi httptcog07eoord4u  - httptcovuublav2kv,mon,sep,30,19:02:12,0,2013,,it,455,718
rt mileycyrus i always knew i never wanted this i never thought it could happen you acted like you wanted this but then you led me on…,mon,sep,30,19:02:12,0,2013,city of the damned,en,1564,417
jbarro ill be sleeping and not caring,mon,sep,30,19:02:12,0,2013,east longmeadow ma,en,23,119
schawbel always has something interesting to talk abou,mon,sep,30,19:02:12,0,2013,,en,0,2
rt ciebangke ciee yang udah ngantuk tapi mata dimelek-melekin takut liat bayangan mantan muncul di gelap ciee ciebangke,mon,sep,30,19:02:12,0,2013,bogor,en,129,136
rt cdric91 summerscfans  believe me you dont want to mess with misssaintclaire  httptcouij1pmvb0y wow  very sexy  perfec…,mon,sep,30,19:02:12,0,2013,,en,52,267
25,mon,sep,30,19:02:12,0,2013,,ar,3,1
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,trkiye,tr,18909,18744
anybody told epa yet mt borenbears sciwrialicia oddest thing youd find on a moon of saturn right now plastics httptco7sr2hq0hwm,mon,sep,30,19:02:12,0,2013,london uk,en,1316,2001
daniicrazyyahh lol yeah i do  jus hmu,mon,sep,30,19:02:12,0,2013,904 561 813,en,1416,1171
rt haleyshea96 as we grow older we start to realize what we need and what we need to leave behind,mon,sep,30,19:02:12,0,2013,,en,841,1187
looking at cars is so stressful,mon,sep,30,19:02:12,0,2013,,en,460,167
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,,tr,15596,12330
rt jevikoalif hidup itu keras,mon,sep,30,19:02:12,0,2013,pamanukan indonesia raya,id,111,86
apple as iphone stock-outs persist deutsche sees lift to december sales - tech trader daily - barrons aapl httptcofbczucpwey,mon,sep,30,19:02:12,0,2013,nyc,en,4340,166
chellccini ai caralho mas preferias ser a ma  morre pa es linda,mon,sep,30,19:02:12,0,2013,bangerz ,pt,25,12
rt stylesistan help me reach 17k follow me i follow back,mon,sep,30,19:02:12,0,2013,paris france,en,42656,13719
cada rt vale um voto  mpn vagalumes,mon,sep,30,19:02:12,0,2013,floripa sc,pt,1188,601
en ik kom er net achter dat ik deze hele week op vrijdag na laat thuis ben s,mon,sep,30,19:02:12,0,2013,wolvega,en,80,79
rt wakabamorino  rt senkei …,mon,sep,30,19:02:12,0,2013,,ja,172,204
                     ,mon,sep,30,19:02:12,0,2013,,en,694,461
big hair dont care jkicarealot myhairhatesme httptcof36zcqht9t,mon,sep,30,19:02:12,0,2013,back row,en,168,210
catholic school girls ohhh hey my kinda girls,mon,sep,30,19:02:12,0,2013,,en,297,262
rt stylesistan help me reach 17k follow me i follow back,mon,sep,30,19:02:12,0,2013,,en,3297,1854
rt zurbaines par ce beau temps allez voir les mosaicultures vnement prolong jusquau 6 octobre gtgthttptcoamfhun0o5m  montral …,mon,sep,30,19:02:12,0,2013,montreal canada,en,2091,741
laauralachula leaahugo je te jure il me saoul  fond jen est marre,mon,sep,30,19:02:12,0,2013,insta  zachch ,fr,138,160
rt sergiogomez218 todo por culpa de jesusserie,mon,sep,30,19:02:12,0,2013,san fernando ,es,315,186
,mon,sep,30,19:02:12,0,2013,,ja,5,9
yamadon1234 ,mon,sep,30,19:02:12,0,2013,,ja,1790,1773
rt loovetheohoran awww horan smile  mrsdeniseh greghoran87 niallofficial soo cute awww love u greg niall theo bobby  httptco…,mon,sep,30,19:02:12,0,2013,dublinireland,en,843,1029
rt jamiebeemanfans jamie beeman im not gonna cry httptcodkf0yqtavh on youtube + itunes like httptco8h2ha9upc8 follow jamieb…,mon,sep,30,19:02:12,0,2013,usa idaho,en,0,0
i have just reached 59 level in mystery manor httptcolr0stbq6qg android androidgames gameinsight,mon,sep,30,19:02:12,0,2013,,en,0,0
quien me quiera seguir httptcolcbfczhe6m,mon,sep,30,19:02:12,0,2013,,es,953,1086
rt sigavodka twitter lento lt3,mon,sep,30,19:02:12,0,2013,,pt,32923,2374
unefootballeuse lia je suis heeeureuse,mon,sep,30,19:02:12,0,2013,tm xii,fr,208,172
coli manis  rtkeirawijaya lagi pada apa tweeps,mon,sep,30,19:02:12,0,2013,jakarta city,id,4,105
jademounce its his grading scale lol i lied about it being a high c but it is a c,mon,sep,30,19:02:12,0,2013,my own world ,en,278,256
omarhusseiny ya 3am ana hagebha 3ashan tfdl a3da m3aia shwaia d cigar da a7oto fe teezy d yalla ngeeb weed instead \o,mon,sep,30,19:02:12,0,2013,jack daniels city ,en,3471,159
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,,tr,10874,10872
rt amberlarrison im choosing to forgive and move on because if i dont ill never be happy,mon,sep,30,19:02:12,0,2013,,en,96,331
rt racionaisdlz nunca mudou nem nunca mudar,mon,sep,30,19:02:12,0,2013,,pt,260,212
everybody get dangerous,mon,sep,30,19:02:12,0,2013,rome ga,en,174,419
rt ritanazarian in the end we only regret the chances we didnt take,mon,sep,30,19:02:12,0,2013,,en,50,37
rt patripresa lt69,mon,sep,30,19:02:12,0,2013,doce de septiempre de 2013,es,302,1427
httpstcowa9quri6xovdeo htt nverstes gen beynler httptcoxdcpsustcd,mon,sep,30,19:02:12,0,2013,orummerkez,tr,425,1622
rt mujeresnava hildaflorese muchisimas felicidades lic y a seguir adelante,mon,sep,30,19:02:12,0,2013,,es,45,82
sofiavelasco04  veeeea usted me olvido no sofi  no sabes cuanto te extrao pedazo de idiota la amo muchooo  nos tenemos que ver moor,mon,sep,30,19:02:12,0,2013,naci para el soccer  ,es,252,775
rt myzaynsual intolouis yaaaaay,mon,sep,30,19:02:12,0,2013,22tmht | 8wwat  myzaynsual,en,7471,6433
tendencias de la moda hay veces que las ves y decis quien mierda va a usar esto entonces todos lo usan y vos que haces lo usas tmb,mon,sep,30,19:02:12,0,2013,apheee ,es,125,307
rt elchiquitae oing oing oing httptcodfaers05zy,mon,sep,30,19:02:12,0,2013,,es,220,231
tas pas honte ,mon,sep,30,19:02:12,0,2013,caen,fr,115,76
rt espnagora para pvc nenhum time do brasileiro joga tanto para fazer gols quanto o cruzeiro assista em httptcoedsalkrf5f,mon,sep,30,19:02:12,0,2013,,pt,1119,88
mixilinedm,mon,sep,30,19:02:12,0,2013,,ja,340,442
bu kz 16 yandaysa camdan atlamaya gidiyorum osestrkiye,mon,sep,30,19:02:12,0,2013,,tr,263,14
second class of the quarter and i already missed it i am so mad sickkidprobs theworst comeonbody,mon,sep,30,19:02:12,0,2013,,en,41,90
ayman mendez ft manu santacruz - boom boom dj sito diaz httptcoxv7ujtb1tk,mon,sep,30,19:02:12,0,2013,,es,3512,3521
rt blackkbeautyyy rastazaytoven i did ,mon,sep,30,19:02:12,0,2013,,en,374,575
rt zodiacohoy cncer debes de tener en tu vida prioridad q cumplir y no estar con la mente tan dispersa hay realmente cosas importantes…,mon,sep,30,19:02:12,0,2013,mstoles,es,385,384
rt juliossouza vocs ficaram sabendo da novidadea nova tekpix ela filma grava com audio mp3 mp4 ligue e adquire j a sua 0800 777 700…,mon,sep,30,19:02:12,0,2013,,pt,466,148
rt soarmakz soarrushh vampire diaries in 4 days,mon,sep,30,19:02:12,0,2013,,en,1,1
timmynoles thanks please write to betaathttptcobsrkhx8cvz,mon,sep,30,19:02:12,0,2013,london,en,1709,1
rt fact our education system httptcoktdwqsfmpe,mon,sep,30,19:02:12,0,2013,in gods hands,en,602,464
rt stylinsymptoms savedbypayne yes and you should not look pretty without makeup youre going against mother nature here,mon,sep,30,19:02:12,0,2013,55 sang hbd,en,3591,3939
rt naser249                    …,mon,sep,30,19:02:12,0,2013,,ar,33,60
antique victor adding machine chattanooga - 60  peak st at n market st  this is an antique victor adding  httptcoyqqd7t9h8a,mon,sep,30,19:02:12,0,2013,usa,en,999,11
insidioussiren in fact it only has one letter difference,mon,sep,30,19:02:12,0,2013,|| 18 + advised ||,en,911,594
photo oh… httptcok1glqtiqlv,mon,sep,30,19:02:12,0,2013,london,en,78,247
president hart and prezyc on a tour of yavapaicollege today discuss great opportunities for students httptconqgk6ryk5q,mon,sep,30,19:02:12,0,2013,tucson arizona,en,37739,712
2differentlives okay 80% of the time,mon,sep,30,19:02:12,0,2013,,en,405,192
#NAME?,mon,sep,30,19:02:12,0,2013,between the cheats,en,294,97
acterreen ,mon,sep,30,19:02:12,0,2013,    ` ,ja,150,162
,mon,sep,30,19:02:12,0,2013,,ja,22,24
rt detectivsauvage por cierto pipiolagh  -mi rumana a mamarla httptco5gc2zqedpk,mon,sep,30,19:02:12,0,2013,,es,1676,206
rt zodiacohoy capricornio no vas a estar seguro de lo q haces pero debes de tener en mente q el q no arriesga no gana as q deja de lad…,mon,sep,30,19:02:12,0,2013,puebla de guzman,es,180,182
un nuevo vdeo nos muestra la supuesta parte trasera del ipad 5  httptcoae40as4vvd,mon,sep,30,19:02:12,0,2013,gijon-oviedo-asturias-spain,es,1277,977
pauthefangirl muchisimo -,mon,sep,30,19:02:12,0,2013,barcelona ,es,1274,1484
longest day ever,mon,sep,30,19:02:12,0,2013,cincinnati oh,en,82,102
0613ddd 11……,mon,sep,30,19:02:12,0,2013,,ja,61,113
order now 08053840394 httptcofeymhy3gax,mon,sep,30,19:02:12,0,2013,near 2   ,en,23,31
4jstudios,mon,sep,30,19:02:12,0,2013,,en,8,60
annety05 aquii co tigo mame,mon,sep,30,19:02:12,0,2013,eriickiitah,es,193,106
rt kafaadam yalnzlk koltukta uyuya kalp uyandnda zerine bir ey rtlmediini fark etmektir,mon,sep,30,19:02:12,0,2013,bende allahin bir cooluyum,tr,7113,7112
rt thestonerswho sext lets get high and order pizza,mon,sep,30,19:02:12,0,2013,rowlett,en,48,114
just failed a math test fml,mon,sep,30,19:02:12,0,2013,,en,42,100
diy sunday showcase~sept 28 httptcolz1po0ad1n via recanddec,mon,sep,30,19:02:12,0,2013,on the corner of mom  bad ass,en,1894,829
rt jotatimbeta ritmo de plantio de soja em mt segue normalidade histrica diz famato so paulo 30 set reuters - o planti httpt…,mon,sep,30,19:02:12,0,2013,,pt,1001,2008
rt cicondra la vendita  movimento cit massimomonacelli  roadshowdp2,mon,sep,30,19:02:12,0,2013,prato,it,98,321
plan ceibal entregar computadora un milln a seis aos de su inauguracin - httptcotr6mavqum1 httptcoxg0dhqe7we,mon,sep,30,19:02:12,0,2013,montevideo uruguay,es,19,24
darvdhillon tu farla fir heh vai ki kendha d,mon,sep,30,19:02:12,0,2013,london,en,356,633
2,mon,sep,30,19:02:12,0,2013,,ar,593,2012
httptcoe2xjyeq0ku,mon,sep,30,19:02:12,0,2013,,es,24,26
